,Датування,B-dating_criteria
22088,та,O
22089,формою,O
22090,прорізів,O
22091,В,O
22092,нижній,B-other
22093,частині,O
22094,він,O
22095,має,O
22096,прямокутні,O
22097,ніжки,O
22098,Під,O
22099,перекладиною,O
22100,на,I-inscription_type
22101,престолі,O
22102,зображено,O
22103,Категорія,O
22104,Пам'ятний,O
22105,напис,I-inscription_type
22106,та,O
22107,у,I-object_type
22108,з,I-object_type
22109,покриттям,O
22110,З,O
22111,відновленням,O
22112,втрачених,O
22113,фрагментів,O
22114,текст,O
22115,виглядає,O
22116,таким,O
22117,чином,O
22118,поменимꙗг͠и,O
22119,|,O
22120,рабасвоеготи,O
22121,|,O
22122,мохвеѧиꙍ,O
22123,Категорія,O
22124,Запис,O
22125,лічби,I-inscription_type
22126,м(оу)ч(е)н(и)ка,O
22127,мучеників,O
22128,яке,O
22129,слід,O
22130,тлумачити,O
22131,як,O
22132,виправлення,O
22133,до,O
22134,тексту,O
22135,графіті,B-inscription_type
22136,№,O
22137,502,O
22138,Датування,B-dating_criteria
22139,Друга,O
22140,чверть,O
22141,XІ,O
22142,кінець,O
22143,XVІ,O
22144,ст.,O
22145,за,O
22146,формою,O
22147,прорізів,O
22148,Останнє,O
22149,слово,O
22150,що,O
22151,є,O
22152,скороченою,O
22153,формою,O
22154,від,O
22155,імені,I-epigraphic_shorthand
22156,Йоанн,O
22157,на,I-inscription_type
22158,мою,O
22159,думку,O
22160,до-,O
22161,вгору,O
22162,спинкою,O
22163,нахиленої,O
22164,ліворуч,O
22165,з,I-object_type
22166,із,O
22167,переломом,O
22168,та,O
22169,м,O
22170,з,I-object_type
22171,провисаючою,O
22172,петлею,O
22173,Графіті,B-inscription
22174,№,O
22175,265,O
22176,табл,O
22177,ХХVІІІ,O
22178,2,O
22179,Щодо,O
22180,цієї,O
22181,колони,O
22182,то,O
22183,сумнівів,O
22184,у,I-object_type
22185,її,O
22186,походження,O
22187,з,I-object_type
22188,Софійського,O
22189,собору,O
22190,дослідники,O
22191,не,O
22192,Графіті,B-inscription
22193,№,O
22194,4332,O
22195,табл,O
22196,СХ,O
22197,2,O
22198,Пом]ѧ[ни,O
22199,Сем[ена,O
22200,Розташування,B-other
22201,Висота,O
22202,від,O
22203,сучасної,O
22204,підлоги,O
22205,27,O
22206,см,O
22207,відстань,O
22208,від,O
22209,лівого,O
22210,кута,O
22211,45,O
22212,см,O
22213,Ꙗ,O
22214,рабъ,O
22215,Божи[и,O
22216,И]ва[нъ,O
22217,З,O
22218,розбивкою,O
22219,на,I-inscription_type
22220,слова,O
22221,текст,O
22222,виглядає,O
22223,таким,O
22224,чином,O
22225,Розташування,B-other
22226,Висота,O
22227,від,O
22228,сучасної,O
22229,підлоги,O
22230,81,O
22231,см,O
22232,відстань,O
22233,від,O
22234,лівого,O
22235,ребра,O
22236,71,O
22237,см,O
22238,ження,O
22239,тиньку,O
22240,чітко,O
22241,читаються,O
22242,Святі,O
22243,40,O
22244,мучеників,O
22245,бору,O
22246,на,I-inscription_type
22247,2016–2021,O
22248,рр,O
22249,та,O
22250,згідно,O
22251,рішення,O
22252,Науково,O
22253,реставраційної,O
22254,ради,O
22255,Національ-,O
22256,тини,O
22257,в,O
22258,кожній,O
22259,з,I-object_type
22260,яких,O
22261,прокреслена,O
22262,крапка,B-symble
22263,Датування,B-dating_criteria
22264,Друга,O
22265,чверть,O
22266,ХІ,O
22267,початок,O
22268,XVII,O
22269,ст.,O
22270,за,O
22271,формою,O
22272,прорізів,O
22273,гону,O
22274,проквітлого,O
22275,хреста,O
22276,тенко,O
22277,а,O
22278,первісне,O
22279,мурування,B-object_type
22280,ХІ,O
22281,ст.,O
22282,б,O
22283,мурування,B-object_type
22284,підпірного,I-object_type
22285,під,I-object_type
22286,аркбутан,I-object_type
22287,стовпа,I-object_type
22288,щогли,I-object_type
22289,та,O
22290,правій,O
22291,частині,O
22292,перекладини,O
22293,Категорія,O
22294,Молитовний,O
22295,напис,I-inscription_type
22296,тої,O
22297,Софії,O
22298,у,I-object_type
22299,XVII,O
22300,ст.199,O
22301,Проте,O
22302,найвірогідніше,O
22303,авторкою,O
22304,напису,I-preservation_state
22305,була,O
22306,Анна,O
22307,Лящ,O
22308,вдова,O
22309,Розташування,B-other
22310,Висота,O
22311,від,O
22312,сучасної,O
22313,підлоги,O
22314,85,O
22315,см,O
22316,відстань,O
22317,від,O
22318,лівого,O
22319,кута,O
22320,4,O
22321,см,O
22322,Датування,B-dating_criteria
22323,Кінець,O
22324,XVI,O
22325,кінець,O
22326,XVII,O
22327,ст.,O
22328,за,O
22329,формою,O
22330,прорізів,O
22331,валом,O
22332,тиньку,O
22333,тим,O
22334,не,O
22335,менше,O
22336,більша,O
22337,частина,I-other
22338,його,O
22339,складових,O
22340,визначається,O
22341,добре,O
22342,ження,O
22343,графіті,B-inscription_type
22344,тому,O
22345,більшість,O
22346,з,I-object_type
22347,них,O
22348,сильно,O
22349,фрагментована,O
22350,Загалом,O
22351,на,I-inscription_type
22352,південній,O
22353,Датування,B-dating_criteria
22354,Друга,O
22355,чверть,O
22356,ХІ,O
22357,початок,O
22358,XVII,O
22359,ст.,O
22360,за,O
22361,формою,O
22362,прорізів,O
22363,Опис,B-inscription
22364,Під,O
22365,час,O
22366,реставраційних,O
22367,робіт,O
22368,та,O
22369,досліджень,O
22370,С.,O
22371,Висоцького,O
22372,початкові,O
22373,лі-,O
22374,ної,O
22375,сходової,I-object_type
22376,вежі,I-object_type
22377,табл,O
22378,ІV,O
22379,Висота,O
22380,від,O
22381,рівня,O
22382,сучасної,O
22383,підлоги,O
22384,152	5,O
22385,см,O
22386,відстань,O
22387,від,O
22388,Публікації,O
22389,В.,O
22390,Корнієнко39,O
22391,Датування,B-dating_criteria
22392,Друга,O
22393,чверть,O
22394,ХІІ,O
22395,кінець,O
22396,XV,O
22397,ст.,O
22398,за,O
22399,формою,O
22400,написання,O
22401,гостровер-,O
22402,Опис,B-inscription
22403,Незважаючи,O
22404,на,I-inscription_type
22405,пошкодження,O
22406,тиньку,O
22407,складові,O
22408,напису,I-preservation_state
22409,чітко,O
22410,простежу-,O
22411,Датування,B-dating_criteria
22412,Кінець,O
22413,XІ,O
22414,кінець,O
22415,XІІ,O
22416,ст.,O
22417,за,O
22418,формою,O
22419,написання,O
22420,а,O
22421,з,I-object_type
22422,виступаючою,O
22423,скорочення,O
22424,повна,O
22425,форма,O
22426,імені,I-epigraphic_shorthand
22427,особи,O
22428,за,O
22429,душу,O
22430,якої,O
22431,належало,O
22432,проводити,O
22433,поминальні,O
22434,рому,O
22435,личкувальному,O
22436,розчину,O
22437,Категорія,O
22438,Пам'ятний,O
22439,напис,I-inscription_type
22440,дових,O
22441,знищена,O
22442,вибоєм,O
22443,Тим,O
22444,не,O
22445,менше,O
22446,наявні,O
22447,фрагменти,O
22448,дозволяють,O
22449,реконструювати,O
22450,Опис,B-inscription
22451,Напис,O
22452,сильно,O
22453,пошкоджений,O
22454,вибоями,O
22455,простежується,O
22456,літера,O
22457,А,O
22458,на,I-inscription_type
22459,початку,O
22460,Датування,B-dating_criteria
22461,Кінець,O
22462,ХVI,O
22463,кінець,O
22464,XVII,O
22465,ст.,O
22466,за,O
22467,формою,O
22468,прорізів,O
22469,та,O
22470,скорописними,O
22471,Датування,B-dating_criteria
22472,Кінець,O
22473,XVI,O
22474,кінець,O
22475,XVII,O
22476,ст.,O
22477,за,O
22478,формою,O
22479,прорізів,O
22480,та,O
22481,скорописними,O
22482,Категорія,O
22483,Молитовний,O
22484,напис,I-inscription_type
22485,Графіті,B-inscription
22486,№,O
22487,680,O
22488,табл,O
22489,LХХХІ,O
22490,1,O
22491,ангела,O
22492,яке,O
22493,потім,O
22494,через,O
22495,зашпакльовані,O
22496,вибої,O
22497,отримало,O
22498,дзьоб,O
22499,дяться,O
22500,на,I-inscription_type
22501,них,O
22502,публікуються,O
22503,у,I-object_type
22504,цій,O
22505,частині,O
22506,Корпусу,O
22507,Датування,B-dating_criteria
22508,Друга,O
22509,чверть,O
22510,кінець,O
22511,XV,O
22512,ст.,O
22513,формою,O
22514,написання,O
22515,а,O
22516,з,I-object_type
22517,видовженою,O
22518,Симоном,O
22519,Вони,O
22520,були,O
22521,родом,O
22522,як,O
22523,свідчить,O
22524,текст,O
22525,графіті,B-inscription_type
22526,з,I-object_type
22527,селища,O
22528,Красний,O
22529,Брід,O
22530,округ,O
22531,ремичкою,O
22532,м,O
22533,з,I-object_type
22534,низько,O
22535,опущеною,O
22536,петлею,O
22537,вертикальної,O
22538,р,O
22539,з,I-object_type
22540,маленькою,O
22541,округлою,O
22542,петлею,O
22543,Датування,B-dating_criteria
22544,Друга,O
22545,чверть,O
22546,XII,O
22547,ст.,O
22548,за,O
22549,формою,O
22550,прорізів,O
22551,Категорія,O
22552,Молитовний,O
22553,напис,I-inscription_type
22554,спершу,O
22555,виконав,O
22556,центральну,O
22557,частину,O
22558,тексту,O
22559,у,I-object_type
22560,скороченій,O
22561,формі,O
22562,а,O
22563,потім,O
22564,обабіч,O
22565,ви-,O
22566,Датування,B-dating_criteria
22567,Кінець,O
22568,XVI,O
22569,кінець,O
22570,XVII,O
22571,ст.,O
22572,за,O
22573,формою,O
22574,прорізів,O
22575,та,O
22576,скорописними,O
22577,Опис,B-inscription
22578,На,O
22579,поверхні,O
22580,личкувального,O
22581,розчину,O
22582,прокреслений,B-decoration
22583,чотириконечний,I-decoration
22584,хрест,I-decoration
22585,Опис,B-inscription
22586,Поверхня,O
22587,стіни,I-object_type
22588,в,O
22589,місці,O
22590,розташування,O
22591,графіті,B-inscription_type
22592,затерта,O
22593,та,O
22594,пошкоджена,O
22595,ви-,O
22596,тобто,O
22597,він,O
22598,приблизно,O
22599,на,I-inscription_type
22600,1,O
22601,м,O
22602,вищий,O
22603,від,O
22604,стародавньої,O
22605,Тож,O
22606,не,O
22607,виключено,O
22608,що,O
22609,декілька,O
22610,Опис,B-inscription
22611,Поверхня,O
22612,стіни,I-object_type
22613,в,O
22614,місці,O
22615,розташування,O
22616,напису,I-preservation_state
22617,пошкоджена,O
22618,вибоями,O
22619,тож,O
22620,Категорія,O
22621,Фрагмент,O
22622,напису,I-preservation_state
22623,Розташування,B-other
22624,Висота,O
22625,від,O
22626,сучасної,O
22627,підлоги,O
22628,78	5,O
22629,см,O
22630,відстань,O
22631,від,O
22632,лівого,O
22633,кута,O
22634,ремих,O
22635,молитовних,O
22636,написів48,O
22637,тлумачення,O
22638,графіті,B-inscription_type
22639,як,O
22640,вияву,O
22641,негативного,O
22642,ставлення,O
22643,Датування,B-dating_criteria
22644,Друга,O
22645,чверть,O
22646,ХІ,O
22647,кінець,O
22648,ХІV,O
22649,ст.,O
22650,за,O
22651,формою,O
22652,написання,O
22653,нахиленої,O
22654,З,O
22655,розбивкою,O
22656,на,I-inscription_type
22657,слова,O
22658,та,O
22659,відновленням,O
22660,втрачених,O
22661,фрагментів,O
22662,наявний,O
22663,текст,O
22664,ви-,O
22665,галереї,O
22666,що,O
22667,містить,O
22668,зовнішню,O
22669,стіну,O
22670,північної,O
22671,сходової,I-object_type
22672,вежі,I-object_type
